# 1-shell triangular lattice
1 15
1 18
1 23
1 6
1 7
2 17
2 19
2 12
2 21
2 13
3 5
3 6
3 10
3 11
3 15
3 26
3 27
4 24
4 25
4 10
4 26
4 5
5 7
5 8
5 9
5 10
5 15
5 21
5 24
5 25
5 26
5 27
6 7
6 11
6 15
6 20
6 27
7 8
7 12
7 15
7 16
7 18
7 20
7 21
7 23
7 27
8 9
8 15
8 16
8 18
8 24
9 13
9 16
9 21
9 24
9 25
10 24
10 15
11 27
11 28
11 14
12 16
12 19
12 20
12 21
12 23
13 16
13 21
13 17
14 19
14 27
14 28
14 20
16 18
16 21
17 25
17 22
17 21
18 23
19 20
19 21
19 22
19 27
20 23
20 27
21 22
21 25
21 27
22 25
22 26
22 27
22 28
25 26
26 27
26 28
27 28
