# (4, 4, 4) cubic lattice
1 17
1 2
1 5
2 18
2 3
2 6
3 19
3 4
3 7
4 20
4 8
5 9
5 21
5 6
6 22
6 7
6 10
7 11
7 23
7 8
8 12
8 24
9 25
9 13
9 10
10 26
10 11
10 14
11 27
11 12
11 15
12 16
12 28
13 29
13 14
14 30
14 15
15 31
15 16
16 32
17 33
17 21
17 18
18 19
18 22
18 34
19 20
19 35
19 23
20 36
20 24
21 37
21 22
21 25
22 23
22 26
22 38
23 39
23 24
23 27
24 28
24 40
25 41
25 29
25 26
26 42
26 27
26 30
27 28
27 43
27 31
28 32
28 44
29 45
29 30
30 31
30 46
31 47
31 32
32 48
33 49
33 37
33 34
34 35
34 38
34 50
35 36
35 51
35 39
36 52
36 40
37 53
37 38
37 41
38 39
38 42
38 54
39 40
39 43
39 55
40 56
40 44
41 57
41 42
41 45
42 43
42 46
42 58
43 44
43 47
43 59
44 60
44 48
45 61
45 46
46 47
46 62
47 63
47 48
48 64
49 50
49 53
50 51
50 54
51 52
51 55
52 56
53 57
53 54
54 55
54 58
55 59
55 56
56 60
57 61
57 58
58 59
58 62
59 60
59 63
60 64
61 62
62 63
63 64
