# 5x5 hexagonal lattice
1 66
1 45
2 34
2 35
2 62
3 49
3 63
3 39
4 60
4 46
5 32
5 17
5 61
6 41
6 12
6 37
7 59
7 36
7 30
8 10
8 70
8 39
9 57
9 44
9 14
10 33
10 52
11 26
11 47
12 36
13 58
13 43
13 15
14 23
15 56
15 38
16 24
16 42
17 25
17 49
18 26
18 68
19 24
19 27
20 44
20 69
20 31
21 40
21 35
21 22
22 52
22 31
23 67
24 43
25 38
25 65
27 64
28 59
28 29
28 70
29 52
29 69
30 56
30 51
31 66
32 48
33 35
33 63
34 46
36 55
37 59
37 53
38 39
40 68
40 47
41 50
42 58
43 51
44 45
46 63
47 66
48 60
49 60
50 67
50 57
51 64
53 57
53 69
54 65
54 61
55 64
56 70
58 65
62 68
